Epoch,Dice Loss,Stomach IoU,Large Bowel IoU,Small Bowel IoU
8,0.2083759131289069,0.7155840205670979,0.6323120874628968,0.5539221894609
9,0.2059758779073576,0.7248420320267226,0.6508266547245375,0.5830082844761068
7,0.22748319256272287,0.7059788962645887,0.6219948564994339,0.5477820158954586
