Epoch,Dice Loss,Hausdorff Distance Loss,Stomach IoU,Large Bowel IoU,Small Bowel IoU
8,0.23794197053317764,4.2062227497575195,0.6642257570534742,0.6019811610890544,0.5005450968843438
