epoch_nbr,train_losses,train_mask_losses,train_classifier_losses,val_losses,val_mask_losses,val_classifier_losses
1,0.6359340143667374,0.3805265025306851,0.12106347471219765,0.48507977117062645,0.30110533908170795,0.09121209417522212
2,0.5211021947668579,0.29617617139259916,0.10453776358884577,0.4534155326681736,0.27728534773862984,0.08572792496483822
3,0.49092042052252943,0.278059371865205,0.09809106054240035,0.4357219111996812,0.2655219633728911,0.08529235524613232
