epoch_nbr,train_losses,train_mask_losses,val_losses,val_mask_losses
1,0.8651140779698991,0.5430641591725788,0.8320550849804511,0.477800788405614
2,0.8058647955560543,0.43604615251105333,0.75371030660776,0.39124131279113966
3,0.7188905504054061,0.37660844478126093,0.6759544809659322,0.35377239951720607
